method,uri,route_name,controller,action,authentication,active_user_guard,role_guard,company_guard,form_request,policy,service,pagination,rate_limit,feature_test,postman_request,documentation,audit_status,notes
"GET","/api/v1/skills","v1.skills.index","App\Http\Controllers\Api\V1\Skill\SkillController","index","public","none","none","none","action-specific FormRequest or no body","none/route middleware","SkillService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/SkillCatalogTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS","Public route"
"GET","/api/v1/test-assignments/{applicationTestAssignment}/attempt-series","v1.test-assignments.attempt-series","App\Http\Controllers\Api\V1\Test\TestRetakeController","series","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestRetakeService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestRetakeModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/test-assignments/{applicationTestAssignment}/deadline","v1.test-assignments.deadline.update","App\Http\Controllers\Api\V1\Test\TestAssignmentDeadlineController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAssignmentDeadlineService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestDeadlineModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/test-assignments/{applicationTestAssignment}/deadline-history","v1.test-assignments.deadline-history","App\Http\Controllers\Api\V1\Test\TestAssignmentDeadlineController","history","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAssignmentDeadlineService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestDeadlineModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/test-assignments/{applicationTestAssignment}/retake","v1.test-assignments.retake.grant","App\Http\Controllers\Api\V1\Test\TestRetakeController","grant","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestRetakeService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestRetakeModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/test-assignments/{applicationTestAssignment}/retake-policy","v1.test-assignments.retake-policy.update","App\Http\Controllers\Api\V1\Test\TestRetakeController","updatePolicy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestRetakeService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestRetakeModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/test-attempts/{testAttempt}/answers","v1.test-attempts.answers.index","App\Http\Controllers\Api\V1\Test\TestAnswerController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/test-attempts/{testAttempt}/answers/bulk","v1.test-attempts.answers.bulk","App\Http\Controllers\Api\V1\Test\TestAnswerController","bulk","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/test-attempts/{testAttempt}/answers/{question}","v1.test-attempts.answers.update","App\Http\Controllers\Api\V1\Test\TestAnswerController","upsert","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/test-attempts/{testAttempt}/answers/{question}","v1.test-attempts.answers.patch","App\Http\Controllers\Api\V1\Test\TestAnswerController","upsert","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/test-attempts/{testAttempt}/answers/{question}","v1.test-attempts.answers.destroy","App\Http\Controllers\Api\V1\Test\TestAnswerController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/test-attempts/{testAttempt}/answers/{question}/file","v1.test-attempts.answers.file","App\Http\Controllers\Api\V1\Test\TestAnswerController","upsert","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/test-attempts/{testAttempt}/answers/{question}/file","v1.test-attempts.answers.download","App\Http\Controllers\Api\V1\Test\TestAnswerController","download","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAnswerService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestAnswerModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/test-attempts/{testAttempt}/answers/{question}/grading","v1.test-attempts.answers.grading.update","App\Http\Controllers\Api\V1\Test\TestManualGradingController","upsert","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestManualGradingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ManualGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PATCH","/api/v1/test-attempts/{testAttempt}/answers/{question}/grading","v1.test-attempts.answers.grading.patch","App\Http\Controllers\Api\V1\Test\TestManualGradingController","upsert","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestManualGradingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ManualGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/test-attempts/{testAttempt}/answers/{question}/grading","v1.test-attempts.answers.grading.destroy","App\Http\Controllers\Api\V1\Test\TestManualGradingController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestManualGradingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ManualGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/test-attempts/{testAttempt}/gradings/bulk","v1.test-attempts.gradings.bulk","App\Http\Controllers\Api\V1\Test\TestManualGradingController","bulk","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestManualGradingService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/ManualGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/test-attempts/{testAttempt}/questions","v1.test-attempts.questions.index","App\Http\Controllers\Api\V1\Test\TestAttemptQuestionController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAttemptQuestionService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestAttemptQuestionsTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/test-attempts/{testAttempt}/result","v1.test-attempts.result","App\Http\Controllers\Api\V1\Test\TestAttemptController","result","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAttemptService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests","v1.tests.store","App\Http\Controllers\Api\V1\Test\TestCatalogController","store","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/tests","v1.tests.index","App\Http\Controllers\Api\V1\Test\TestCatalogController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{applicationTestAssignment}/start","v1.tests.start","App\Http\Controllers\Api\V1\Test\TestAttemptController","start","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAttemptService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{applicationTestAssignment}/submit","v1.tests.submit","App\Http\Controllers\Api\V1\Test\TestAttemptController","submit","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAttemptService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{testAttempt}/evaluate","v1.tests.evaluate","App\Http\Controllers\Api\V1\Test\TestAttemptController","evaluate","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestAttemptService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestGradingModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/tests/{test}","v1.tests.update","App\Http\Controllers\Api\V1\Test\TestCatalogController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"PATCH","/api/v1/tests/{test}","v1.tests.patch","App\Http\Controllers\Api\V1\Test\TestCatalogController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/tests/{test}","v1.tests.destroy","App\Http\Controllers\Api\V1\Test\TestCatalogController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/tests/{test}","v1.tests.show","App\Http\Controllers\Api\V1\Test\TestCatalogController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestCatalogService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestModuleTest.php; tests/Feature/Api/V1/TestCatalogPrivacyTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/tests/{test}/questions","v1.tests.questions.index","App\Http\Controllers\Api\V1\Test\TestQuestionController","index","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{test}/questions","v1.tests.questions.store","App\Http\Controllers\Api\V1\Test\TestQuestionController","store","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{test}/questions/reorder","v1.tests.questions.reorder","App\Http\Controllers\Api\V1\Test\TestQuestionController","reorder","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"GET","/api/v1/tests/{test}/questions/{question}","v1.tests.questions.show","App\Http\Controllers\Api\V1\Test\TestQuestionController","show","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","expected; implementation-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/tests/{test}/questions/{question}","v1.tests.questions.update","App\Http\Controllers\Api\V1\Test\TestQuestionController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"PATCH","/api/v1/tests/{test}/questions/{question}","v1.tests.questions.patch","App\Http\Controllers\Api\V1\Test\TestQuestionController","update","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/tests/{test}/questions/{question}","v1.tests.questions.destroy","App\Http\Controllers\Api\V1\Test\TestQuestionController","destroy","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{test}/questions/{question}/options","v1.tests.questions.options.store","App\Http\Controllers\Api\V1\Test\TestQuestionController","storeOption","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"POST","/api/v1/tests/{test}/questions/{question}/options/reorder","v1.tests.questions.options.reorder","App\Http\Controllers\Api\V1\Test\TestQuestionController","reorderOptions","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"PUT","/api/v1/tests/{test}/questions/{question}/options/{option}","v1.tests.questions.options.update","App\Http\Controllers\Api\V1\Test\TestQuestionController","updateOption","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","no","BACKEND_IMPLEMENTATION_REPORT.md","REVIEW","No normalized Postman method/path match"
"PATCH","/api/v1/tests/{test}/questions/{question}/options/{option}","v1.tests.questions.options.patch","App\Http\Controllers\Api\V1\Test\TestQuestionController","updateOption","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
"DELETE","/api/v1/tests/{test}/questions/{question}/options/{option}","v1.tests.questions.options.destroy","App\Http\Controllers\Api\V1\Test\TestQuestionController","destroyOption","Sanctum","EnsureUserIsActive","FormRequest/policy/service role checks","EnsureCompanyApproved","action-specific FormRequest or no body","FormRequest/policy/service authorization","TestQuestionService/domain services","not applicable/endpoint-specific","none","tests/Feature/Api/V1/TestQuestionModuleTest.php","yes","BACKEND_IMPLEMENTATION_REPORT.md","PASS",""
